uniprot	FLYBASE	Alias
D3DMM0	FBgn0041789	CG18061;CG18576;CG31794;CT40481;CT42454;DPaxillin;DPxn;DPxn37;Dmel\CG31794;Dpax;DpaxA;PDLP;dPax;pax
Q8INH5	FBgn0052473	CG11688;CG8775;Dmel\CG32473;GM08240p
Q8INH6	FBgn0052473	CG11688;CG8775;Dmel\CG32473;GM08240p
Q8INH7	FBgn0038118	CG14381;CG14382;CG7855;CG8148;Dmel\CG7855;TIM2;dtim2;tim2
Q9VMI4	FBgn0031770	Dmel\CG13995;anon-WO0170980.169;anon-WO0170980.170
Q9VMI5	FBgn0031769	Dmel\CG9135
Q9VMI6	FBgn0031768	Dmel\CG12393
Q9NIV2	FBgn0044817	CG32616;Dmel\CG32616;SC-1;Ste;SteDOR
Q9NIV2	FBgn0053237	CG32605;CG33237;Dmel\CG33237
Q9VMI0	FBgn0031774	Dmel\CG9147
Q9VMI1	FBgn0031773	CG9144;Dmel\CG9144;FBXW2;FBgn 31773;dFbw5
Q9VMI2	FBgn0031772	BcDNA:AT31406;Dmel\CG13994
Q9VMI3	FBgn0031771	CG9140;Dmel\CG9140;ND51;NUBM
Q8SXR7	FBgn0034999	Dmel\CG3394
Q8SXR4	FBgn0050339	BcDNA:RE54230;Dmel\CG30339
E1JHV3	FBgn0264707	CG1225;CG13881;CG13882;CG13883;CG42377;CG42378;CG43976;Dmel\CG43976;Dmel_CG1225;Dmel_CG13881;Dmel_CG13882;Dmel_CG13883;Dmel_CG42377;Dmel_CG42378;DrhoGEF3;RhoGEF;rhoGEF3
Q8MLW7	FBgn0021872	138/3;CG 9415;CG9415;DM18;Dmel\CG9415;Dxbp-1;XBP-1;XBP1;Xbp-1;XbpI;anon-EST:Liang-1.41;clone 1.41;dXbp-1;l(2)k13803;xbp-1;xbp1
Q9VMI9	FBgn0025742	CG9115;Dmel\CG9115;MTM1;dMTMH1
M9PB71	FBgn0032010	CG8113;Dmel\CG8086
Q8SXR1	FBgn0053126	BcDNA:RE67583;CG16933;CG33126;CT33980;DNLaz;Dmel\CG33126;Nlaz
Q9VCM2	FBgn0039078	Dmel\CG4374
Q9VCM3	FBgn0039077	BcDNA:AT18288;Dmel\CG17380
Q9VCM0	FBgn0039080	CG17382;DmelIR94h;Dmel\CG17382;IR94h
Q9V333	FBgn0033233	CG15835;Dmel\CG15835;KDM4A;dJMJD2(1);dKDM4A;dkdm4a
Q9VCM6	FBgn0039075	Dmel\CG4393
Q8MRE6	FBgn0053202	BcDNA:GH22307;CG15181;CG15182;CG15183;CG31309;CG33202;CT35098;Dmel\CG33202;Dpr-11;Dpr11
Q9VYU5	FBgn0030334	CG4139;Dmel\CG4139;karl
Q9VCM8	FBgn0039073	BEST:GH09055;Dmel\CG4408
Q24434	FBgn0003009	CG3134;Dmel\CG3134;ORD;Ord
Q9VJP5	FBgn0041103	BG:DS07851.6;CG15259;DS07851.6;Dmel\CG15259;Nht;TAF4;TFIID;dTAF4L;dTAF[[II]]110;dmTAF4b
Q9W1S2	FBgn0050417	CG17692;CG30417;Dmel\CG30417;tBRD-3
Q8IH57	FBgn0260964	CG33528;CG6119;CG6139;DVMAT;DVMAT-A;DVMAT-B;Dmel\CG33528;VMAT;dVMAT;l(2)SH0459;l(2)SH2 0459;vmat
E3CTS2	FBgn0039970	Dmel\CG17508
Q8MZI3	FBgn0035720	BcDNA:HL01868;BcDNA:HL07910;DmRH5;Dmel\CG10077;cg10077;p90
Q8IH56	FBgn0034436	CG11961-PA;Dmel\CG11961
Q8IND6	FBgn0051296	Dmel\CG31296;NEST:bs01d08
Q9W1S7	FBgn0034840	Dmel\CG3124;anon-WO0140519.230
M9NFF9	FBgn0052343	CG32343;CG6994;Dmel\CG32343;cg6994;dATAC3
M9NFF6	FBgn0005536	0573/06;0953/04;CG32156;CG5600;CG5891;DMBS;DMYPT;DMbs;Dmel\CG32156;MBS;Mypt;l(3)03802;l(3)72Dd;l(3)S005331b;l(3)S057306;l(3)S057306b;l(3)S095304;l(3)j3B4;l(3)j7A1;mbs
B5X0J6	FBgn0264959	CG14471;CG44128;CG7873;DSrc42A;Dm SRC41;DmHD-29;Dmel\CG44128;Dmel_CG14471;Dmel_CG7873;Dsrc41;Dsrc42A;Dtk5;HD-29;SK2-4;SRC 42A;SRC42A;Src;Src41;Src42;Src42a;Su(D-raf)1;Su(Raf)1;Su(phl)1;Su1;Tk5;dSrc;dtk-5;dtk5;l(2)k10108;src;src42;src42A;src42a
Q6NL95	FBgn0033380	BEST:GH22533;CG8069;Dmel\CG8069;dPHAX
Q9VHQ5	FBgn0037592	Dmel\CG11737
Q01842	FBgn0000097	AOP;Aop;Aop/Yan;CG3166;DROYANET;DROYANETSB;Dmel\CG3166;SK2-1;YAN;Yan;aop/yan;fus6;pok;yan;yan/pok
Q9VHQ7	FBgn0037590	85A.1;85b;CG11735;DOR115;DmOR85b;Dmel\CG11735
Q9VHQ0	FBgn0051450	BcDNA:SD13983;CG11744;CG31450;Dmel\CG31450;MRP-S18-(3);mRpS18c
Q76NQ1	FBgn0041723	CG33304;CG5364;CT17046;Dmel\CG33304;Rho-related[31D10];iRhom
Q9VJ53	FBgn0032709	Dmel\CG15167
Q9VHQ8	FBgn0266801	43462;BcDNA:AT05815;BcDNA:GH22170;CG11718;CG11729;CG11730;CG11731;CG11733;CG31264;CG31369;CG31369/CG31462;CG31462;CG42285;CG42286;CG43462;CT32186;Dmel\CG45263;Dmel_CG11718;Dmel_CG31369;Dmel_CG31462;Dmel_CG42285;Dmel_CG42286;Dmel_CG43462;GH22170;GS3056;MRE1;anon-EST:Posey178
Q6GKZ1	FBgn0040038	CG12423;Dmel\CG12423;anon-WO0140519.152
Q8IPK2	FBgn0051913	Dmel\CG31913;NEST:bs09g05;NEST:bs14h07;NEST:bs23g06;NEST:bs28e01;NEST:bs35c08
Q76NQ3	FBgn0260749	CG5640;Dmel\CG5640;UTX;anon-31BCa;dUTX;dUtx;utx
Q9V9T2	FBgn0039879	CG11575;DmelIR100a;Dmel\CG11575;IR100a
Q9VDN4	FBgn0038787	Dmel\CG4360
Q76NQ2	FBgn0032219	CG18626;Dmel\CG4995
Q9V9T1	FBgn0250755	CG11574;CG2112;Dmel\CG42233;Dmel_CG11574;Dmel_CG2112
Q058W1	FBgn0032797	CT28647;Dmel\CG10186;anon-EST:Posey189
Q9VYU9	FBgn0030332	Dmel\CG9360;FOHSDR
A0A0B4LFH2	FBgn0034068	CASP;CG8400;Dmel\CG8400
Q9VNI4	FBgn0037378	Dmel\CG2046
A0A0B4LFH4	FBgn0259878	CG12955;CG12956;CG33466;Dmel\CG33466;Fol1;dFS;dFol1;dfs;fs
Q45VV3	FBgn0034970	CG4005;Dmel\CG4005;YAP;YKI;Yki;yap
A0A0B4LFH8	FBgn0020236	ACL;BcDNA:LD21334;CG8322;DmATPCL;Dmel\CG8322;anon-WO0140519.179;dATPCL;l(2)01466;l(2)k09217;n(2)k09217
Q8MQQ3	FBgn0262614	CG11782;CG11962;CG12409;CG31349;CG43140;CG9729;CG9731;CG9763;CT36877;DZO-1;Dmel\CG43140;Dmel_CG31349;Dmel_CG9731;Pch;Pyd;Pyd/ZO-1;Tamou;ZO-1;ZO1;dzo-1;pyd(Z01);tam;xvt
M9PEY4	FBgn0030812	BP1032;CG34014;Dmel\CG8949
Q9VFE8	FBgn0038273	Dmel\CG14860
Q8T8L8	FBgn0052076	CG32076;CG7624;Dmel\CG32076;alg10;dAlg10
Q9VK54	FBgn0015399	BEST:GM02380;CG12283;CT18186;Dmel\CG12283;Dmkek1;GM02380;KEK1;Kek;Kek-1;Kek1;NB1;SD01674;kek;kek-1;kekon;l(2)01433;n(2)k07332;uns
Q24266	FBgn0000233	BTD;Btd;CG12653;Dmel\CG12653
Q9V9T5	FBgn0039877	Dmel\CG2118;MCC;Q9V9T5_DROME;mcc
A0A0B4KFE6	FBgn0050389	BcDNA:AT02070;CG10518;CG4126;Dmel\CG30389
A1Z6H4	FBgn0259978	CG8390;Dmel\CG8390;X;anon-41Fa;anon-WO0118547.98;l(2)07022
Q9W214	FBgn0020257	CG9952;Dmel\CG9952;FBXL14;I-55;PPA;ppa
A1Z6H6	FBgn0033038	Dmel\CG7791
A1Z6H7	FBgn0266580	CG14467;CG7897;Dm gp210;Dmel\CG7897;GP210;Gp188;gp188;gp210;gp210[[D]];lyadi
A1Z6H0	FBgn0033032	CG1298;Dmel\CG1298;Kune
Q9W215	FBgn0034763	CG12190;Dmel\CG12190;dRYBP
Q8MSI2	FBgn0020908	BcDNA:GH15296;CG15848;Dcabp-A.1;Dmel\CG15848;SCP;SCP1
A0A0S0WGR0	FBgn0035252	Dmel\CG7970;anon-WO0118547.268
A1Z869	FBgn0033504	CAP/Vinexin;CG18408;CG18409;CG3451;DCAP;Dmel\CG18408;Rexin;cap;rexin
Q9VWW0	FBgn0265784	CG6103;CRE-BP;CREB;CREB-B;CREB-b;CREB2;CREB2a;CREB2b;Creb;Creb B 17A;Creb17A;Creb2;Creb2-b;Creb2.b;Creb2b;CrebB-17A;CrebB-17B;CrebB17-A;DM9;Dmel\CG6103;S162;dCREB;dCREB-2;dCREB-2a;dCREB-B;dCREB2;dCREB2-a;dCREB2-b;dCREB2a;dCREB2b;dCbz;dCreb2;dCreb2-b;dCrebB2;dcreb2-b;l(1)17Af
Q9VWW1	FBgn0030914	Dmel\CG6106
Q9VWW3	FBgn0030912	Dmel\CG6023
Q9VWW4	FBgn0004956	CG5993;Dmel\CG5993;OS;Os;UPD;Upd;Upd1;l(1)YC43;l(1)YM55;od;odsy;os;sis-C;sis-c;sisC;sy;unp;upa;upd
M9PFF6	FBgn0036291	Dmel\CG10681
Q8MQJ9	FBgn0010300	BRAT;Brat;CG10719;Cf;Dmel\CG10719;E60;anon-37CDa;fs(2)ltoPM43;l(2)37Cf;l(2)E60;l(2)brat;lincRNA.S1565
Q8MQJ8	FBgn0036309	CG10971;Dmel\CG10971;Hip1R
Q961R9	FBgn0038407	CT19169;Dmel\CG6126
Q961R8	FBgn0027088	Aat-gly;CG6778;Dmel\CG6778;GARS;GRS;Gars;GlyRS;dGars;gars;team
Q95RM0	FBgn0053229	CG16971;CG32492;Dmel\CG33229
Q9W0X1	FBgn0035090	Dmel\CG2736;cg2736
Q8MQJ5	FBgn0051122	CG14308;CG7687;Dmel\CG31122
Q8MQJ7	FBgn0260945	ATG1;CG10967;DK-4;DmATG1;Dmel\CG10967;ULK1;UNC 51-like;Unc-51;Unc51;anon-WO0118547.287;atg1;dATG1;dAtg1;l(3)00305;unc-51;unc51
Q9VUJ4	FBgn0036465	CG11552;Dmel\CG11552
M9PFF3	FBgn0264006	CG17368;CG32131;CG32132;CG34400;CG43749;CG8760;Dm_3L:69335;Dmel\CG43749;Dmel_CG17368;Dmel_CG32131;Dmel_CG32132;Dmel_CG34400;Dmel_CG8760;anon-AE003536.1
A0A0S0WNE9	FBgn0036249	Dmel\CG11560
X2JDS9	FBgn0263512	CG15781;CG15782;CG15783;CG33980;Chx2;DChx2;Dmel\CG33980;dChx2;dVsx2
Q9VIU4	FBgn0053116	CG10355;Dmel\CG33116;dCCS1
Q9W5X1	FBgn0031089	CT17356;Dmel\CG9572
P25931	FBgn0004842	ATR;CG5811;CG5811/107368;Dm RYa-R;Dmel\CG5811;NepYr;PR4;anon-WO0131005.13;anon-WO0131005.15
Q9VIU7	FBgn0032799	Dmel\CG10166;Dol-P-ManTase;dDPM
Q9VIU0	FBgn0032805	Dmel\CG10337
Q9W5X5	FBgn0031086	CG9571;Dmcg9571;Dmel\CG9571
Q9VIU2	FBgn0032804	Dmel\CG13081
Q9W5X9	FBgn0031082	Dmel\CG17003
Q9VIU8	FBgn0032798	Dmel\CG10132
Q9VIU9	FBgn0032797	CT28647;Dmel\CG10186;anon-EST:Posey189
Q9VFW0	FBgn0038144	Dmel\CG8870;SP38
Q9VFW3	FBgn0038142	CG14379;Dmel\CG14379
Q9VFW5	FBgn0038140	CG8784;Dm CG8784;Dmel\CG8784;anon-WO0170980.190;anon-WO0170980.191
B7Z0J2	FBgn0004049	CG9764;Dmel\CG9764;Nbl4;Yrt;dlhB;l(3)87Ek;l(3)E19;l(3)m112;m112
Q9VFW7	FBgn0052473	CG11688;CG8775;Dmel\CG32473;GM08240p
Q9VJ23	FBgn0032734	Dmel\CG15169
Q9VFW9	FBgn0038136	Dmel\CG8774
Q9VFW8	FBgn0038136	Dmel\CG8774
E1JH23	FBgn0033463	Dmel\CG1513
E1JH24	FBgn0050007	CG12138;Dmel\CG30007
E1JH25	FBgn0050007	CG12138;Dmel\CG30007
E1JH26	FBgn0010531	CCD;CCS;CG-17753;CG17753;DmCCS;Dmel\CG17753;anon-EST:Posey231;dCCS;l(2)03221
Q0E9H9	FBgn0033159	43Bc;CG17800;CT39257;DSCAM;DScam;DmDscam;Dm_2R:13579;Dm_2R:13612;Dmel\CG17800;DsCam;Dscam;Dscam-hv;Dsm;FBgn0033159;Neu1;dScam;dscam;l(2)05518;l(2)43Bc;p270
Q0E9H8	FBgn0033159	43Bc;CG17800;CT39257;DSCAM;DScam;DmDscam;Dm_2R:13579;Dm_2R:13612;Dmel\CG17800;DsCam;Dscam;Dscam-hv;Dsm;FBgn0033159;Neu1;dScam;dscam;l(2)05518;l(2)43Bc;p270
Q0E9E0	FBgn0262169	CG2264;CT7504;Dmel\CG2264;PENT;pent
Q8IR69	FBgn0041210	CG1770;DHDAC4;Dmel\CG1770;GC1770;HDAC;HDAC4a;dHDAC4;dmHDA405;hdac4
E1JIS2	FBgn0038890	Dmel\CG7956
Q9VUJ6	FBgn0261090	CG13462;CG3020;CG42333;Dmel\CG42333;Dmel_CG13462;Dmel_CG3020;SYT-beta;Syt V;Syt beta;Syt13;SytV;dsytbeta;syt13;sytbeta
Q0E9H7	FBgn0033159	43Bc;CG17800;CT39257;DSCAM;DScam;DmDscam;Dm_2R:13579;Dm_2R:13612;Dmel\CG17800;DsCam;Dscam;Dscam-hv;Dsm;FBgn0033159;Neu1;dScam;dscam;l(2)05518;l(2)43Bc;p270
Q0E9H6	FBgn0033159	43Bc;CG17800;CT39257;DSCAM;DScam;DmDscam;Dm_2R:13579;Dm_2R:13612;Dmel\CG17800;DsCam;Dscam;Dscam-hv;Dsm;FBgn0033159;Neu1;dScam;dscam;l(2)05518;l(2)43Bc;p270
Q0E9H5	FBgn0033159	43Bc;CG17800;CT39257;DSCAM;DScam;DmDscam;Dm_2R:13579;Dm_2R:13612;Dmel\CG17800;DsCam;Dscam;Dscam-hv;Dsm;FBgn0033159;Neu1;dScam;dscam;l(2)05518;l(2)43Bc;p270
Q9VJ27	FBgn0032730	Dmel\CG10431;dmCG10431
Q6NR36	FBgn0024732	CG8357;DREP-1;DREP-1/dICAD;Dmel\CG8357;Drep-1;ICAD;ICAD/DREP-1;Rep1;dICAD;drep1
P37161	FBgn0004431	BcDNA:LP09906;CG9120;Dmel\CG9120;lysX
P37160	FBgn0004430	BcDNA:LP06719;CG1165;Dmel\CG1165;lysS
Q6NR30	FBgn0028953	BEST:LD13441;Dmel\CG14478;GENE 4;gene 4
E2QD26	FBgn0261285	BcDNA:GH03502;CG5629;Dmel\CG5629;GH03502;PPCS;anon-WO0118547.401;dPPCS
Q9VJ25	FBgn0032732	BcDNA:RE09053;Dmel\CG15168
Q0E8J6	FBgn0035240	CG13918;CG32316;CG32316-ORFB;CG7934;Dmel\CG33791;OGDH
Q6NR39	FBgn0264753	CG30127;CG44011;CG9811;CT27512;Dmel\CG44011;Dmel_CG30127;Dmel_CG9811;RGK1
Q9W0X2	FBgn0035089	BcDNA:RE09339;CG9358;DmelCSP3;Dmel\CG9358;PHK-3
Q9VS31	FBgn0035750	Dmel\CG14826
Q9VGS1	FBgn0037875	CG6672;Dmel\CG6672;cg6672;dZnT7;dZnT86D
A8JNC7	FBgn0085420	34391;CG15214;CG34391;CG4814;CT15465;CT35147;Dmel\CG34391;Dmel_CG15214;Dmel_CG4814
Q9VF80	FBgn0038325	APG4;AUT2;Atg4;CG6194;DmAtg4-like;Dmel\CG6194
Q9VF81	FBgn0038324	Dmel\CG5038
Q9VF82	FBgn0266722	BcDNA:RH37427;CG6196;Dmel\CG6196;Trs33p
Q9VF83	FBgn0051301	CG12258;Dmel\CG31301
Q9VF85	FBgn0021750	Aat-Ser;CG4938;DmSRS2;Dmel\CG4938;SRS;SerRS;seryl-tRNA synthetase
Q9VA38	FBgn0011739	CG12072;Dlats;Dmel\CG12072;LATS;LATS1;Lats;Lats/Warts;MENE (3R)-G;WTS/LATS;Warts;Warts/Lats;Wts;Wts/Lats;dmLATS;l(3)100Aa;lats;lts;wart;warts/lats;wts/lats
Q9VF87	FBgn0038320	CG4931;CYFIP;CYFIP1/2;DSra-1;Dmel\CG4931;PIR121;PIR121/Sra-1;Sra;Sra-1/CYFIP;Sra1;Sra1/PIR121;cyfip;dSra;sra-1;sra1
Q9VA36	FBgn0027598	BcDNA:GH03163;CD2AP;CG11316;CG1408;CG31012;Cindr;Dmel\CG31012
Q9VF89	FBgn0038319	CG31478;CG4923;Dmel\CG31478;L9
Q9VA34	FBgn0039804	Dmel\CG15544
Q9VA35	FBgn0027598	BcDNA:GH03163;CD2AP;CG11316;CG1408;CG31012;Cindr;Dmel\CG31012
Q9VA32	FBgn0039805	CG12045;DmelCpr100A;Dmel\CG12045
Q9VA30	FBgn0039807	Dmel\CG15546
E1JGU3	FBgn0266377	CG42241;CG45019;CG5411;Dmel\CG45019;Dmel_CG42241;Dmel_CG5411;PDE8;pde8
Q9VRL4	FBgn0035604	CG10633;CT29782;DmelIR64a;Dmel\CG10633;IR64a;Ir64;ir64a
M9PBV0	FBgn0261788	CG18025;CG18227;CG18768;CG32373;CG32375;CG32377;CG32377/CG34416;CG34121;CG34158;CG34416;CG42734;CG7462;CG7493;DAnk2;Dank2;Dmel\CG42734;Dmel_CG32375;Dmel_CG32377;Dmel_CG34121;Dmel_CG34158;Dmel_CG34416;Dmel_CG7462;ESTS:149B10S;SP2523;ank2;ank2-L;dank2;sp2523
Q26365	FBgn0003360	A/A-T;A/A-T/sesB;ADP/ATP translocase;ADT2;ANT;ANT1;CG16944;Dmel\CG16944;EM12;Hmr;S12;SesB;anon-WO02059370.55;dANT;jive;l(1)9Ed;l(1)9Fa;l(1)DC701;l(1)EM31;l(1)G0126;l(1)G0247;l(1)G0386;l(1)S12;orangi;ses B
Q26366	FBgn0003975	CG3830;Dmel\CG3830;VG;Vg;vg21
Q9VMY3	FBgn0037213	Dmel\CG12581
Q9VE24	FBgn0038660	Dmel\CG14291
Q9W3T2	FBgn0029929	Dmel\CG4593
Q9W3T3	FBgn0029928	Dmel\CG3032
Q9W3T0	FBgn0029931	Dmel\CG14427
Q9NBW0	FBgn0010575	Bks;Brakeless;CG5580;Dmel\CG5580;GM04742;Group IIa;Sbb;bks;disc6;l(2)04440;mtv;sbb/mtv
Q9W3T9	FBgn0029925	CT9706;Dmel\CG3040
Q9VLI1	FBgn0032067	CG9465;Dmel\CG9465
Q9VSK8	FBgn0035900	CG6694;Dmel\CG6694;dZC3H3
P09615	FBgn0004009	Br;CG4889;DWint-1;DWnt-1;Dint-1;Dm Wg;Dm-1;Dmel\CG4889;Gla;I;Sp;WG;WNT;Wg;Wnt;Wnt-1;Wnt/Wg;Wnt1;dWnt;fg;int-1;l(2)02657;l(2)rO727;l(2)wg;spd;wgl;wnt;wnt1
M9PDZ8	FBgn0260970	CG1530;CG1531;CG42593;Dmel\CG42593;Dmel_CG1530;Dmel_CG1531;ubr3
Q8SYQ4	FBgn0051997	BEST:GH25016;BcDNA:RE42475;Dmel\CG31997
A0A0B4JCZ8	FBgn0053558	CG33352;CG33558;CG9469;Dm_2R:10851;Dmel\CG33558;MIM;Mim;anon-EST:fe1E4;dmim
M9PBI7	FBgn0035287	Dmel\CG13937;d4ST2
Q9VSK1	FBgn0052354	BEST:CK01670;CG17355;CG7027;CG7159;CK01670;Dmel\CG32354
Q9VSK2	FBgn0020224	CBL;CG7037;CG7043;D-Cbl;D-Cbl L;D-cbl;D-cblL;D-cblS;DCbl;Dcbl;Dmel\CG7037;Dv-Cbl;Dv-cbl;F165;anon-WO0118547.68;cbl;d-cbl;dCbl;v-Cbl
Q8SYQ9	FBgn0051446	BcDNA:RE40372;Dmel\CG31446
Q9VSK4	FBgn0035896	Dmel\CG6983
Q86BH3	FBgn0053057	Dmel\CG33057
A8Y527	FBgn0028993	CG17594;CG17595;CG18452;Dmel\CG17594;mdcds_36132;scrou
A0A0B4JCZ0	FBgn0261550	CG15684;CG5077;Dmel\CG42668;Dmel_CG15684;Dmel_CG5077
Q9VN88	FBgn0037299	CG1115;DmVPS37;Dmel\CG1115;Vps37;vps37B
Q9VN89	FBgn0040208	CG10229;Dm-Kat60;DmCG10229;Dmel\CG10229;Katanin-60;kat60;katanin-60;katanin60-dm
Q9VC58	FBgn0039212	CG13626;Dm Ufe1;DmSyx18;Dmel\CG13626;Syx;Ufe1/Syntaxin 18;gtx
Q9VC52	FBgn0020018	BcDNA:LD41392;CG5796;Dmel\CG5796;ESTS:9F2T;PPO
Q9VC53	FBgn0051126	CG13621;Dmel\CG31126
Q9VN82	FBgn0259212	AF-6;CG2534;CG31537;CG42312;Canoe;Cno;Dmel\CG42312;Dmel_CG2534;Dmel_CG31537;EC3-10;anon-WO0172774.47;cno?;dlhA;lip;mis
Q9VN84	FBgn0037297	Dmel\CG1116;Rgp1;anon-WO0118547.337
Q9VC57	FBgn0039213	ATL;CG6668;Dmel\CG6668
Q9VC54	FBgn0039215	Dmel\CG6695
A8DYX9	FBgn0085427	CG15867;CG9487;Dmel\CG34398;Dmel_CG15867;Dmel_CG9487
Q8T913	FBgn0037781	CG12812;Dmel\CG12812;FAL;FANCL
O61613	FBgn0020392	153290_at;CG7436;Dmel\CG7436;Nmt1;dNMT;l(3)j1C7;l(3)j1c7;nmt
Q9VYB7	FBgn0086674	CG1573;CG15758;CG15759;CG32629;CG32629/CG32632;CG32632;Dmel\CG32632;Dmel_CG15758;Dmel_CG32629;TANGO13
P91641	FBgn0013531	CG18267;CG18780;Dmel\CG18780;Med20;Srb2/TRFP;Tmr;TrfP;Trfp;dTrap26;dTrfp;l(2)28DE;med20;p29
Q9VYB1	FBgn0030500	CG9938;Dmel\CG9938;Hec1;NDC80;dNdc80;dmNdc80;hec1
Q9VYB0	FBgn0030501	CG11177;Dmel\CG11177;SelH;dSelH;dselH;dselM
P91645	FBgn0263111	13;CAC;CG1522;CG15928;CG43368;Ca-alpha1A;Ca[[V]]2.1;Cac;Dmca1A;Dmcalpha1A;Dmel\CG43368;Dmel_CG1522;Dmel_CG15928;EE171;H18;H47;L13;P18;alpha1A;cac1;l(1)11Aa;l(1)13;l(1)L13;ldg;nbA;nonB;opm18;opm47
Q7JXZ2	FBgn0000566	CG5345;Dmel\CG5345;EIP40;Eip40;Eip55BD;LD22255
O96863	FBgn0026136	CG8914;CK2;CK2beta';CKIIb2;CKIIbeta';CKIIbeta2;DmCK2beta';DmCKIIbeta';Dmel\CG8914;dCK2beta'
O96860	FBgn0026141	CG5450;Cdcl2;Dmel\CG5450;anon-WO0140519.117;dlc
A1Z9T0	FBgn0033950	Dmel\CG12862
Q9VYB9	FBgn0052631	CG1733;Dmel\CG32631
A0A0B4KH07	FBgn0039249	Dmel\CG11168
A0A0B4KEF1	FBgn0028561	CG17976;Dmel\CG17976
A0A0B4KEF7	FBgn0033372	BcDNA:LD16446;Dmel\CG13742
A0A0B4KEF4	FBgn0033159	43Bc;CG17800;CT39257;DSCAM;DScam;DmDscam;Dm_2R:13579;Dm_2R:13612;Dmel\CG17800;DsCam;Dscam;Dscam-hv;Dsm;FBgn0033159;Neu1;dScam;dscam;l(2)05518;l(2)43Bc;p270
O16829	FBgn0000279	BcDNA:RH33561;CG1373;Cec;Cec-C;Dmel\CG1373;cec;cecC
A0A0B4KH08	FBgn0037750	CG12946;Dmel\CG12946
A1ZAM0	FBgn0034172	Dmel\CG6665
D3DMZ9	FBgn0040070	31884;CG31884;CG3864;DTrx-2;DmTrx-2;DmelTrx-2;Dmel\CG31884;Trx;anon-WO0118547.188;dmtrx-2
Q9V3N8	FBgn0261882	BG:DS00929.4;C1;CG4103;Dmel\CG4103;br4;l(2)br;l(2)br11;l(2)br13;l(2)br4;l(2)k08808
H5V8D0	FBgn0041781	BEST:SD02991;CG4636;D-SCAR;DWave;DmSCAR;Dmel\CG4636;Dscar;SCAR/WAVE;Scar;WAVE;WAVE/SCAR;Wave;dWAVE;l(2)k03107;l(2)k13811;scar;wave
Q9V3N1	FBgn0028990	CG11331;Dm-Spn27A;Dmel\CG11331;EST1;Spn27;Spn27a;sp27A;spn27A
Q9V3N7	FBgn0023023	BcDNA:HL02693;CG1411;DHP;Dmel\CG1411;EP(3)3238;EP3238;Pyd2;crmp;l(3)83Ba;pyd2
Q9V3N6	FBgn0028541	BG:DS00797.1;CG16861;CG7364;Dmel\CG7364;n(2)k07245
Q9V3N4	FBgn0027655	CG9995;DmHtt;Dmel\CG9995;HD;HTT;Hsap\HD;Htt;dHtt;dhtt
A8QI34	FBgn0267363	CG17923;CG40625;CG45760;Dmel\CG45760;Dmel_CG17923;Dmel_CG40625;JY-alpha;JYAlpha
Q9W0R7	FBgn0052343	CG32343;CG6994;Dmel\CG32343;cg6994;dATAC3
A0A0B4K7Q6	FBgn0015513	CG10379;DOCK180;Dm MBC;Dmel\CG10379;Dock180;MBC;MBC/DOCK180;Mbc;Su(rac)1;dock180
Q9VJW0	FBgn0032533	Dmel\CG16888
Q9W4Z2	FBgn0040389	BcDNA:RH18819;CG14048;Dmel\CG14048;EG:BACH48C10.6;L14;mRPL14
Q9W4Z1	FBgn0003159	Dmel\CG2841;EG:BACH48C10.5;ptr
Q9W4Z0	FBgn0264598	CG14045;CG14047;CG43947;DmPsGEF;Dmel\CG43947;Dmel_CG14045;Dmel_CG14047;EG:BACH48C10.4;EG:BACH7M4.1;EG:BACH7M4.2;FBgn0264598;PsGef;null
Q9W4Z6	FBgn0040392	Dmel\CG14050;EG:BACH48C10.1;H48C10.1
Q9W4Z5	FBgn0040391	Dmel\CG2854;EG:BACH48C10.2
Q9W4Z4	FBgn0044047	CG14049;DILP;DILP-6;DILP6;Dilp;Dilp 6;Dilp6;Dmel\CG14049;Ilp;Ilp-6;dILP6;dIlp6;dilp;dilp-6;dilp6;ilp6
Q6NNB2	FBgn0033376	Dmel\CG8777;SKI3;ski3
Q09332	FBgn0014075	CG6850;DUGT;Dmel\CG6850;GT;UGGT;UGT;anon-WO0172774.73;anon-WO0172774.75;ugt
M9PJR1	FBgn0031001	Dmel\CG7884
Q05337	FBgn0010223	CG12232;Dmel\CG12232;G[[f]];Galpha73B;Galpha[[f]]73B;Gf;Gfalpha
Q9VHN8	FBgn0037606	Dmel\CG8032
Q9VHN9	FBgn0086679	CG9770;Dmel\CG9770;HPS5;NP_649810;dHPS5;snb
M9PC46	FBgn0002543	CG14347;CG14348;CG5481;CG5574;CT17326;D-Robo2;D-robo2;Dmel\CG5481;ROBO2;Robo 2;Robo-2;Robo2;Robo2 (Lea);anon-EST:Liang-1.75;clone 1.75;dRobo-2;fus4;lea;robo-2
Q9VTV4	FBgn0036266	Dmel\CG5626
Q9VHN4	FBgn0037610	Dmel\CG8043;Iba57
Q9VHN5	FBgn0037609	Dmel\CG9773
Q9VHN6	FBgn0037608	CG8039;Dmel\CG8039;L19
Q9VHN7	FBgn0037607	Dmel\CG8036;anon-WO0118547.344
Q9VHN0	FBgn0037614	Dmel\CG8116;EP(3)3246;GH04517
Q9VHN1	FBgn0037613	BcDNA:GM01344;CG9790;Cks;Dmel\CG9790;cks85A
Q8IMT6	FBgn0051300	CG13657;Dmel\CG31300
